Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2464.62462,2695.968136,3099.404349,3716.347829,4073.255168,4498.034013,4851.945102,5431.39529,6488.040432,7283.174067,7972.274415,8029.812935,7969.596164,8123.543557,8456.790778,8817.450475,10677.83397,12295.90007,13834.90314,14232.86223,15807.46544,16544.36952,17637.29198,17529.42545,18691.31814,20631.49461,20723.5958,20321.87182,20406.02177,21240.24501,21491.81945,21175.13614,21877.13947,24366.40901,26988.39493,28318.36604,29789.57239,32082.66704,33270.38734,30941.69608,32543.94677,34998.62051,34994.44137,35201.3717,35895.57158,33777.84493,34159.47719,35500.63583,37384.41534,37583.82005,
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,5397.895313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,243.2988289,259.517117,283.822392,310.4091423,331.6298956,378.7964214,454.743301,815.713094,893.339083,963.7288345,956.0722589,958.5570182,987.2178382,1050.621104,1102.2536,1150.991348,1218.502161,1117.529724,995.9546687,862.934498,792.8627695,816.1040284,816.8798579,749.1840023,835.3840134,792.1879174,861.8696853,933.8322445,920.9570918,991.3813639,1036.077435,1032.724775,1049.161857,1091.544156,1172.947863,1276.112611,1439.789566,1575.805475,1603.463963,1680.16539,1850.08479,1873.151543,1826.030964,1893.146775,2014.43849,2030.51659,2154.354201,2156.47373,2235.501124,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,311.504037,301.5762774,289.2571743,286.4552181,286.5576905,320.9297351,343.8141748,344.5739899,313.5342926,324.1224009,328.9913601,301.3270673,291.0823806,243.7319398,268.8735497,288.0108919,291.0446646,304.0549462,302.525225,315.165953,289.500762,299.1937895,325.0283236,359.2624267,392.8401074,442.6860573,509.6311649,599.5450951,611.7051246,632.861084,681.1334789,715.7578729,783.8846956,815.2885642,801.6532984,771.1122714,792.0240459,818.0673072,834.68283,
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.597143,4382.957251,4430.683028,4743.615531,4276.113254,3969.65982,4283.60648,5068.622756,6409.037781,7781.121175,8693.747343,9543.979913,11421.93821,13178.79342,11504.43745,11065.07811,11648.2035,10606.18841,11195.15426,11129.23018,9868.690205,10089.16503,11189.7485,12514.67111,12495.65202,
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,231.9762911,243.3305062,234.5055411,256.3053396,281.1162575,304.2629581,345.8634427,296.9025366,371.8558444,381.3992438,424.3243814,465.9744303,298.2655481,244.1585203,278.8043381,352.1596351,358.5782299,405.1458391,442.9930336,488.6213931,803.3462639,726.5501738,681.4536479,546.3406308,641.5926664,736.9322432,761.5079613,947.1043876,1029.83328,1101.712601,1114.541614,1226.707107,1272.444737,1324.398356,1336.70847,1331.937622,1195.490328,1217.705798,1358.244155,1200.584652,
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3008.521206,3254.267522,3429.030996,3415.024871,3421.39586,3558.025679,3550.126096,3458.672947,3988.977686,5137.398471,6543.515304,8004.003586,8725.108775,8858.649366,10550.13196,12127.06401,10089.86715,10184.356,10932.60301,9974.876094,10854.51787,11220.1622,9965.089981,10552.82006,11606.45994,13225.60781,13581.69316,
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,181.0422385,193.4080405,210.8422428,262.9383479,309.9447751,325.1091651,338.5525918,375.0484562,399.3984104,453.3266376,520.8897796,564.2509519,548.9699419,526.5275778,530.442235,551.4826243,570.5598472,566.4553316,608.6039515,651.7834879,741.3741375,820.0025775,825.3717382,883.0638847,963.8339619,1072.079285,1166.317613,1225.126005,1186.437667,1134.679749,1214.769337,1219.222265,1226.791237,1357.568598,1583.428763,1858.390085,2180.737604,2700.862249,3173.67576,3112.518505,3697.564492,4243.687854,4512.131419,4720.743089,4877.714917,4564.570024,4580.711876,5025.35522,5252.967277,5347.54197,
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,171.023396,180.7805068,196.6253115,241.6416294,287.5087645,305.8360162,316.5964462,347.3782603,371.9456266,419.4160812,484.2510544,550.6175236,531.3390723,497.9389921,493.7300638,509.9403768,522.5948178,518.8318033,554.0775313,583.7739909,658.5975984,721.7766302,722.08631,762.3960787,823.2982863,914.7757378,993.7671112,1039.730995,1007.610906,965.6758553,1030.583571,1030.467977,1038.231034,1145.137335,1329.923823,1552.444155,1819.327682,2235.901269,2620.255714,2566.054144,3026.315142,3456.144548,3668.91482,3839.285494,3965.24434,3719.71962,3710.279468,4034.316839,4200.907347,4267.206212,
IDA total,IDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,326.0808936,517.6335238,477.6233031,387.9439085,344.5541617,340.0454435,324.3577295,324.2298142,331.3059333,303.2784101,318.1720027,321.9890117,306.6457455,278.9403213,263.4386988,296.1918897,323.8258974,327.8660423,330.199752,333.8180943,350.4388423,342.2516054,359.8236947,390.6713836,441.122327,493.4303622,585.014506,668.1309653,779.1846581,772.9169903,850.2737574,934.6726014,1002.84047,1087.040597,1151.999262,1147.724098,1094.546872,1095.073898,1123.505577,1151.940852,
IDA blend,IDB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,184.4972111,160.0557799,171.4968947,170.5391975,220.5391993,261.1103036,306.429602,308.8192304,336.5988778,352.7930875,454.2790084,972.2777986,876.7871741,640.6546011,525.6347542,501.4115136,448.5234226,434.4879193,448.0073066,395.9343546,408.8735223,420.846955,402.9518105,344.6868281,352.7186113,399.4161697,430.4026637,433.5911502,423.2374595,432.5913116,450.4885537,452.901976,492.5701844,536.4621198,627.1836042,720.4461713,907.0996609,1020.343131,1166.410372,1103.628588,1231.069727,1358.450163,1493.871188,1605.11986,1719.59307,1668.284691,1530.781737,1462.909088,1460.874542,1472.383393,
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,72.92848086,72.09399855,80.47904376,113.9820106,158.8205557,187.3356501,225.6401102,265.4379797,295.2247141,242.0789089,353.5439085,439.3016766,491.7431331,421.3400078,428.9475504,428.9921054,410.6563641,370.2767679,411.6473599,443.428418,480.7024243,542.6100333,584.7500565,724.7543433,813.72263,910.7350479,1006.851637,942.4837054,393.067648,555.4933676,634.473797,542.598693,669.0646579,785.1983947,824.7797848,886.0101686,1133.146716,1327.302522,1550.475947,1676.911205,2338.741696,2700.79132,2771.878394,2728.707884,2625.724745,2561.367226,2819.513567,3037.637687,3085.969812,3280.307551,
IDA only,IDX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4150461,257.3064297,273.5575564,272.9632444,258.8361214,247.1552374,219.0301259,244.8342736,270.8020965,275.2331567,283.814694,284.3176,300.468007,286.7113451,292.9181312,317.2615655,347.1827797,378.6645981,421.6406218,489.5356054,583.8841454,608.8977344,660.0433761,722.1453571,755.8552083,826.1350751,865.5556797,885.0587053,875.1491041,911.171028,955.6265711,993.0921794,
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,104.1798744,109.7539834,113.766311,133.0452717,150.323549,143.2029364,146.2352179,168.1753841,186.1044291,201.8047565,242.0253489,242.4805979,243.4957951,259.5002617,245.6982601,261.1799368,275.3978235,300.5291074,312.0089885,303.8347225,321.3286748,262.918211,275.4808008,262.6995925,303.7391991,327.8048363,352.1957355,364.9942762,366.0505958,389.9014826,386.9788075,395.3633695,412.8763508,480.1690008,548.2842773,621.6340257,700.5016697,891.3546551,850.8458962,954.9469687,1172.927598,1258.667297,1249.084798,1249.515859,1368.602011,1405.468713,1505.794594,1734.583423,1752.686328,1821.960921,
Not classified,INX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1443.598827,1649.947026,2015.118021,2324.636656,2393.770766,2852.410334,2759.33048,3185.628844,3974.948042,4861.898544,5624.763675,5302.314896,5303.366313,5008.536451,4735.762172,4938.244173,6733.268217,7957.191874,8805.286403,9048.105105,11507.81688,11542.40905,12706.76217,11912.87799,12930.60985,15297.23411,16759.55872,17853.51894,19066.27066,19938.05631,19855.47765,20858.00641,23537.78448,30500.59587,35121.53233,37274.86321,39714.84847,44474.42285,44643.21088,36160.8227,33850.58753,34834.70406,32364.97192,35864.5416,38682.58285,34376.0052,36594.14862,38097.54369,41915.99976,43036.40686,
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,1421.507634,1830.942534,2003.028094,2147.111561,2544.351903,2965.109107,2968.245735,3169.118105,3565.481981,2135.107935,1909.633928,1774.650055,1683.569383,,,758.1326361,850.5390521,1170.241824,1375.588255,1332.496885,1334.609507,1317.555036,1185.072558,1433.601424,1486.231356,1731.366744,2135.3739,2465.571076,2875.154636,3868.899636,4402.184038,4577.361391,5328.285211,6200.530952,6166.878241,4615.891013,4285.490555,3841.044878,4185.907685,4358.193439,4236.879933,,
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,2469.186704,2154.162343,2255.026273,2064.934928,2343.553662,2305.594483,2317.200229,2734.144497,3109.007652,3066.546115,9007.81609,,,,,,,,,,,,,,1007.487614,1195.93675,1657.985998,2347.980509,3656.855526,3213.017267,3731.384699,4582.438839,5324.238576,5547.809784,5259.894119,3989.637334,3817.553598,4057.354151,4359.27789,4545.382634,
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32128.80568,32308.96495,39150.32607,43220.22336,42324.08187,50014.42939,58309.38374,58614.26448,57828.96317,
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2037.974044,1903.076877,2409.970846,2959.26579,4099.851905,3673.44985,3538.54015,3950.083397,3655.172017,4596.305176,4766.935385,5010.988585,5448.916164,6003.77742,5273.782986,4822.409079,6035.462032,7308.647204,9012.845193,8818.817852,10285.379,11341.74892,12294.2579,11960.31788,13254.01286,15435.39487,16394.05866,16554.49407,16319.16675,15732.27505,16991.76947,16658.44405,15038.05571,15443.73205,16270.89193,17189.66135,18447.94926,21164.19822,24716.15475,23048.34942,25927.10133,28578.6368,27215.19581,30759.22176,32491.88684,30772.05165,32042.80301,34994.60994,36077.16351,37638.05315,
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1887.224162,2067.699204,2395.70571,2858.219229,3176.627856,3555.629872,3503.261817,3998.102512,4890.94883,6140.872518,7338.902772,6483.219251,6407.55658,6658.342288,6586.778458,6778.618199,9608.771702,12137.33545,13453.60928,13960.87487,17611.39387,18520.47438,19499.91592,15675.49572,16155.60022,17382.9557,19505.42639,18552.96932,18943.67959,18730.66588,17038.98528,17378.23203,18791.95226,23138.18525,26385.08138,27050.41056,28308.55095,31792.76563,33666.14393,30590.75665,29580.79247,31631.01006,28560.67078,28932.66372,29020.79553,24525.62464,25533.52,26863.25669,28888.05341,27895.07427,
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,661.0479326,837.9252588,835.8973494,1052.973889,1230.38194,1196.372673,1274.0184,1010.055866,857.3002766,917.294616,1044.640713,1150.993934,1225.569921,747.315219,638.5345749,886.0580136,1068.912174,1281.370538,1488.882757,1528.311976,1326.514402,1174.859319,1908.812594,1832.49167,2213.146855,2529.853233,2864.707713,2983.377575,2954.76928,2979.675712,3002.265683,3103.26592,3001.994043,3228.949404,3529.730987,3750.233726,3994.901743,4318.935441,3741.594727,4141.945496,4515.157298,4724.662418,4471.637676,4341.886138,4363.527753,4257.040367,4540.058211,4748.05576,5040.161089,
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,364.6837224,405.2613427,472.8219643,581.1947127,645.1853271,773.4113249,929.1602924,1126.787762,1368.631569,1564.741828,1697.783679,1722.183414,1715.42531,1614.89858,1520.766852,1886.321138,1891.600352,1645.063637,1053.371122,997.9140022,930.2750028,1126.621645,1139.430967,1216.689638,1272.38481,1254.512266,1290.658315,1401.880236,1404.802723,1493.465949,1570.891304,1629.619485,1709.731722,1894.735056,2028.595279,2365.373694,2582.646808,3224.938787,3306.082949,3399.459784,3487.149878,3545.243182,3701.719621,3775.472551,3799.282803,3794.183233,3928.721606,4014.37741,4131.542779,
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1687.669943,1858.571363,2420.329371,3253.203813,3572.360791,3867.86289,4318.847084,5271.789011,7413.407869,7608.008811,7870.811825,8527.868996,7897.915461,8572.719084,8986.839324,9560.238948,14039.95383,16988.39436,20491.20975,20213.16158,20616.8162,23260.17357,25047.7558,28248.78461,30883.30946,34477.1362,30689.60709,27843.51779,25159.86493,28380.47253,30472.12858,26778.88612,25421.95077,27591.51279,30072.71041,29752.07061,28346.61518,28269.46234,30966.52367,31701.56785,35088.49548,38087.00586,38608.28904,32497.06594,30650.89208,28059.89251,31406.80256,31222.05226,31783.59112,32481.50892,
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.444417,1006.807709,1040.660236,1051.53748,1144.697937,,856.2039885,752.245117,1009.794843,1091.211123,1385.923067,1821.156788,2189.608701,2981.134109,4362.47493,5190.277946,4822.013699,5739.44489,7170.660891,7966.920225,9532.837558,8900.974664,8077.512146,5743.611802,6623.475176,6505.762547,6716.639434,
Kenya,KEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,130.3417437,148.5718173,164.3555336,189.8421774,200.6816663,202.5045288,256.1795958,291.9238863,328.0895826,370.6078493,335.3695035,300.9394926,273.9193233,275.2993313,263.0240638,300.440055,317.5078721,319.0657432,306.7042463,300.7547043,273.5098531,264.3310904,173.3870295,212.1831026,259.5721124,341.9581595,365.3996068,383.5384049,339.4582052,326.3529939,325.5221008,319.5118332,348.2829224,370.0978026,425.9995954,578.7310395,695.2437076,765.4289732,767.6526283,808.6618,833.2072815,972.8544753,1033.42731,1098.443976,1125.132049,1195.731276,1294.426392,1414.022197,1492.0704,
Kyrgyz Republic,KGZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.9014744,276.0925386,204.2895093,218.9623329,253.4108862,261.8707638,319.0887806,359.0051868,402.6326356,478.1543917,644.0626346,803.2468128,725.3800489,674.2712501,823.7430729,991.0795536,978.3584548,980.5313997,849.369685,886.8476705,959.2080785,1070.503455,1052.878301,
Cambodia,KHM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.9898114,285.5332621,276.6195418,241.2983148,265.1753103,268.3759018,285.5298704,298.0321664,319.4547082,358.6645822,417.9272742,474.9637097,559.2147464,656.7333466,640.8649092,677.6969272,761.157556,817.7683199,880.3979049,930.319963,980.1200049,1065.060398,1155.878966,1254.230447,1377.342155,
Kiribati,KIR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,596.3831152,596.9079889,682.9524108,696.4853287,566.7320327,450.1635076,438.6563432,515.2436802,619.9658802,597.194277,620.6777903,985.5306032,988.920131,915.6274591,1046.265079,1120.176949,1115.175265,1330.804006,1338.65932,1281.257252,1227.522211,1211.028803,1260.845662,1454.569625,1568.248691,1627.090319,1555.371829,1862.240485,1984.380878,1719.959053,2106.406223,2285.724524,2573.779592,2688.766934,2967.23858,3060.515546,2709.31822,3021.842095,3017.264833,3125.532752,
St. Kitts and Nevis,KNA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,283.4183579,302.7456352,376.8083411,523.2664975,565.0733956,766.3607421,969.0599775,1302.606073,1633.836601,1535.812489,1673.911488,1764.569608,1943.240855,2132.029331,2164.015684,2465.232177,3110.600483,4160.74883,5116.351281,5798.098092,6734.537705,7094.748953,7731.411456,9053.748575,10733.37282,11366.60384,10399.24315,6659.10982,8693.141251,10067.96201,9483.01456,10922.38957,12134.16811,13672.74135,15953.81796,17952.3494,19977.96901,17506.56375,15517.82431,18945.86389,20590.38623,20896.92575,22223.18659,23865.29261,23455.36231,23964.43149,25894.62277,27232.86842,25779.87589,
Kuwait,KWT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2314.431475,2845.292988,2569.491858,3121.453459,8776.774253,10416.62187,10856.34507,11465.83196,12120.19407,,20589.47392,20837.92569,17169.06633,14944.17352,14493.21965,13791.44096,12889.85058,12910.78456,12496.4395,13945.47244,11309.81136,7497.327153,,,,17352.37757,19506.44541,18717.88553,15143.31808,16015.12979,18419.22844,15897.60771,16162.05766,19679.90768,24886.39725,32434.44314,40503.56324,42802.27575,49012.21853,33734.90831,34966.50619,41902.67193,44805.74298,43873.43084,40363.02903,28061.3201,26258.67285,29389.2718,32213.91281,,
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,505.2236761,555.7590003,612.0137994,787.1349383,1004.952908,1051.242215,1126.290905,1195.777976,1321.45992,1495.067873,1717.230407,1941.092346,1733.943613,1451.854586,1454.826555,1482.314714,1487.12822,1572.737154,1733.20999,1999.68245,2231.886408,2795.313483,2545.452128,2915.549273,3276.815302,3344.051404,3579.699938,3844.34906,3786.38107,3259.703039,3566.460295,3423.471017,3018.75011,3020.688486,3360.902969,3997.347257,4664.346155,5484.388912,6241.224512,5825.679782,7134.789243,8195.342521,8079.338745,8263.192312,8245.95643,7026.157866,6753.42503,7441.466048,6956.16989,6801.321357,
Lao PDR,LAO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,434.6644103,575.1276206,419.9300345,249.0922821,133.3570174,153.9882981,178.0514906,202.539047,213.9121329,244.0762061,277.0398005,307.9157776,321.4884088,285.4216057,201.2617185,230.8526859,260.6292594,271.0874752,270.5678628,295.2806103,346.5451045,393.1337651,452.8108837,561.2858154,690.9412565,750.9044363,831.9047401,1013.256285,1219.367937,1428.25683,1617.546437,1710.699312,1850.292548,1899.680862,1980.376028,2034.739406,
Lebanon,LBN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.092416,1063.252879,1454.139246,1683.528591,2108.391714,2489.109262,2970.016352,3333.332054,3576.563195,3966.42391,4051.716879,3960.297109,3787.479104,3788.591057,3208.386537,3805.736131,3866.102583,3865.80589,4514.580764,5244.775226,6201.116957,6399.669833,6216.233216,6422.15113,6412.126383,6199.801574,6188.348079,6202.83762,6420.701847,6512.6221,5952.843246,
Liberia,LBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.7829758,210.0553056,204.3886952,139.3336766,199.7874757,210.6542993,247.684866,291.696688,351.6627229,338.2515937,356.2476677,426.2733988,421.2703182,458.8402446,440.3234186,475.7243411,454.7998617,432.2264522,427.6328649,379.5860744,
Libya,LBY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.112375,3389.509384,4048.112833,5515.083295,6277.07974,7852.610425,9737.717935,7575.02103,8472.792165,4838.488276,9290.662235,8386.87586,5744.563443,4062.484075,3752.958063,5122.395192,6685.185116,6414.603716,
St. Lucia,LCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1287.745664,1436.773557,1327.678195,1414.791098,1795.974977,1989.721329,2353.774324,2554.32229,2850.105324,3185.771846,3571.849694,3727.819804,4099.303007,4081.667233,4211.36948,4440.82829,4592.671362,4583.447177,4891.885491,5071.221849,5039.222062,4623.937476,4665.114928,5063.355181,5376.493389,5639.33462,6560.821093,6835.339145,7194.474197,6972.539721,6967.219118,7555.154242,7353.407249,7143.333983,7616.619263,7299.949323,7784.584994,8254.979171,8728.178746,8921.993097,
Latin America & Caribbean,LCN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,534.9560759,590.3329257,646.1927562,830.1706705,1035.943396,1064.9587,1150.653859,1241.395513,1370.741374,1548.525385,1804.530102,2051.580536,1845.018582,1550.967586,1533.260127,1558.090786,1561.064868,1617.164217,1797.795086,2006.631114,2238.141422,2782.413958,2580.657332,2926.429362,3268.263282,3396.644777,3604.513653,3894.257296,3853.567677,3362.783187,3671.041606,3536.520511,3090.73117,3076.307855,3458.267846,4130.234097,4827.137328,5696.00892,6579.925074,6206.311956,7573.249006,8465.163312,8483.331546,8655.069573,8802.31839,7284.912763,7017.734926,7725.605023,7281.701543,7122.749498,
Least developed countries: UN classification,LDC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.9558302,260.9424608,272.9718288,274.6521461,238.1074161,227.3795138,201.0739411,225.9911514,251.9579331,259.0681775,263.2731738,263.3756822,289.0826097,268.891806,282.8284216,309.1719519,336.6287588,372.7154891,410.8332193,471.8054711,557.064284,604.3530209,652.9281321,728.1721277,771.4993123,830.4184202,888.1670027,892.2705878,861.854363,901.8019662,912.7492633,941.702938,
Low income,LIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0085682,165.3623423,185.0511933,188.1495589,189.7727809,187.1540715,220.2554532,199.0270154,205.5738888,213.4438405,237.6389663,262.6551266,294.5113787,349.3422418,414.7707648,448.2185959,466.1864674,501.595231,539.0948369,576.9945903,606.9640536,614.5830202,549.580932,549.0184956,550.7879387,575.6525858,
Liechtenstein,LIE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,159.5275048,170.8008893,187.2141777,228.344134,232.2469844,205.3822373,233.1893416,157.0125226,214.8150976,252.241524,270.2456911,291.8355091,308.4981086,349.8027122,349.8940649,370.4452062,380.1747602,393.510686,388.192306,440.3316078,483.7588703,519.1812568,547.7162934,609.841528,667.2450855,705.7403924,765.4509382,784.9884417,771.8640965,799.8487223,773.6906275,809.4347184,922.5854085,994.9248227,1161.086566,1328.314069,1513.227253,1862.729837,1943.515691,2597.944672,2961.34976,3071.743414,3274.384753,3450.996307,3477.474382,3512.30835,3670.035102,3676.832636,3465.814176,
Lower middle income,LMC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,127.0959631,128.8648712,137.3448171,157.7941103,190.8674949,207.1039229,215.1381344,237.0665405,265.0151126,287.2847956,348.8183826,426.6566864,432.9662439,414.3028966,396.8727583,410.170997,429.3550998,401.4596366,404.1264796,394.133269,410.1390246,385.8289249,396.1403876,397.6938027,433.9258585,486.7651493,529.2297123,536.2496581,488.2044563,513.6174137,519.2726859,521.4716065,549.4935957,617.5518273,694.2817856,781.4105336,912.7271443,1109.868485,1216.204702,1252.559375,1492.963588,1655.234833,1720.002455,1732.841604,1798.208158,1780.302719,1840.627177,1943.654139,1974.881993,2057.964971,
Low & middle income,LMY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,165.6120446,174.7472169,190.5446858,233.5717747,279.3518854,299.8298508,308.7630712,336.4454564,360.5244597,406.4100549,465.354457,527.091543,509.7174548,480.3665862,478.8191376,494.6396327,507.6737287,506.5823258,538.5710833,572.0349329,644.6745957,701.1120886,695.4449253,733.5759874,790.719843,869.6405689,946.1693853,988.657808,952.30442,912.8484259,976.2892021,973.8309521,988.0615436,1094.772532,1269.047776,1476.843526,1734.014008,2130.828301,2482.316137,2443.857436,2888.065662,3324.784285,3534.204807,3703.886259,3813.657471,3617.280456,3610.788343,3925.509151,4082.683953,4150.102092,
Lesotho,LSO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,472.4278628,479.8225366,441.9005785,484.6243919,409.094824,300.8370257,338.1433854,423.1224799,456.5878549,450.0979963,522.6249444,575.921847,624.7348585,591.6469516,595.7859869,642.6167593,598.3562625,613.9798644,531.4532562,533.4699272,499.8220732,538.1629788,505.5741164,746.7333587,953.1241155,1015.226038,1054.99081,1106.715877,1093.671558,1033.78625,1297.45831,1379.830391,1277.025563,1188.162348,1201.41315,1100.168744,978.2488869,1085.834784,1183.731574,1130.666118,
Late-demographic dividend,LTE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,179.0826963,195.8511147,218.0597277,271.318093,306.071241,331.1484241,348.4400454,398.9113291,411.2227046,464.2614085,500.1614994,526.1241667,533.4086387,482.1093745,502.6003864,532.4549926,568.5651025,578.023161,645.8124518,769.2142772,788.1439634,911.7815331,849.6406755,873.3587459,1001.118667,1242.587705,1380.804682,1434.577152,1374.266262,1250.781446,1360.333896,1396.798247,1469.812989,1658.799992,1970.910866,2352.377226,2824.876368,3565.646424,4356.251578,4255.511382,5001.706192,5929.556555,6397.113074,6861.153527,7135.334122,6669.445766,6693.513205,7424.058019,7978.167019,8121.515035,
